City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
394,Baherden,TM,87.4,38.44,57.43,
395,Marsa Matruh,EG,71.6,31.35,27.25,Beau Site
396,Itoman,JP,82.4,26.12,127.67,Southern Beach Hotel & Resort Okinawa
398,Atasu,KZ,60.98,48.68,71.64,Dostyk
399,Kiruna,SE,57.2,67.86,20.23,Camp Ripan
400,Chukhloma,RU,55.67,58.75,42.68,Berezka
401,Umm Kaddadah,SD,86.97,13.6,26.69,
403,Vao,NC,71.74,-22.67,167.48,Hotel Kou-Bugny
405,Pingliang,CN,66.67,35.54,106.69,Xinxiang Hostel
407,Conde,BR,71.6,-7.26,-34.91,Pousada Beija Flor
408,Necochea,AR,55.99,-38.55,-58.74,dyd -mar Hotel
410,Port Hedland,AU,62.6,-20.32,118.57,The Esplanade Hotel
411,Riverton,US,64.99,40.52,-111.94,Ramada by Wyndham Draper
412,Buchanan,LR,80.6,5.88,-10.05,Kamaneahn Hotel Inc
413,Mezen,RU,58.06,65.85,44.24,
415,Mweka,CD,69.24,-4.85,21.57,
416,Nazarovo,RU,56.07,56.01,90.39,Zarya
418,Ancud,CL,52.0,-41.87,-73.82,HOTEL ANCUD DON LUCAS
419,Verkhoshizhemye,RU,50.68,58.01,49.1,Forest
420,Srednekolymsk,RU,75.63,67.45,153.68,
421,Mocuba,MZ,63.7,-16.84,36.99,Phama Lodge
422,Ontario,US,72.0,34.06,-117.65,DoubleTree by Hilton Hotel Ontario Airport
425,Quatre Cocos,MU,71.6,-20.21,57.76,Veranda Palmar Beach Hotel
426,Eureka,US,71.01,40.8,-124.16,Eureka Inn Trademark By Wyndham
428,Rio Grande,BR,64.4,-32.03,-52.1,Swan Express Rio Grande
429,Fortuna,US,70.0,40.6,-124.16,Super 8 by Wyndham Fortuna
430,Sarangani,PH,84.04,5.4,125.46,Ballistic Islet
432,Mangai,CD,70.59,-4.05,19.53,
433,Charthawal,IN,89.24,29.55,77.58,Golden tent house
434,Iralaya,HN,86.0,15.0,-83.23,Iglesia morava renovada
435,Mosetse,BW,50.04,-20.75,26.65,
436,Gizo,SB,81.7,-8.1,156.84,Imagination Island
437,Santa Maria,BR,78.8,-29.68,-53.81,Hotel Morotin
439,Nanakuli,US,78.8,21.39,-158.15,Camp Palehua
441,Altay,CN,56.84,47.87,88.12,Jinqiao Hotel
442,Qiqihar,CN,61.63,47.34,123.97,Ji Hotel Qiqihar Bu Kui Street
443,Ambilobe,MG,70.07,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
445,Dundee,GB,57.99,56.5,-2.97,Craigtay Hotel
446,Pimentel,PE,73.4,-6.84,-79.93,Casona Del Muelle
447,Kargopol,RU,62.74,61.51,38.95,Moroshka Inn
448,Peniche,PT,68.0,39.36,-9.38,Hotel Star inn Peniche
450,Sur,OM,84.54,22.57,59.53,Sur Plaza Hotel
452,Pelotas,BR,64.4,-31.77,-52.34,Hotéis Jacques Georges Tower
454,Asfi,MA,69.24,32.3,-9.24,Hôtel Abda
455,Moerai,PF,72.81,-22.43,-151.33,Le Manotel
456,San Ramon,US,89.01,37.78,-121.98,San Ramon Marriott
457,Sabattus,US,89.6,44.12,-70.11,Country Lane Homes
458,Tyazhinskiy,RU,55.72,56.12,88.52,Gostinitsa Udacha
459,Ambikapur,IN,78.98,23.12,83.2,STARiHOTEL Ambikapur
460,Fairbanks,US,71.01,64.84,-147.72,Westmark Fairbanks Hotel & Conference Center
462,Conceicao Da Barra,BR,76.17,-18.59,-39.73,Cricaré Praia Hotel
463,Jiazi,CN,81.52,22.88,116.07,Hotel Jin Hao
464,King City,US,89.01,36.21,-121.13,Days Inn by Wyndham King City
470,Paris,FR,68.0,48.85,2.35,Citadines Saint-Germain-des-Prés Paris
471,Gresham,US,71.01,45.5,-122.43,McMenamins Edgefield
473,Pouembout,NC,69.01,-21.13,164.9,Camping de Tipenga
474,Kitami,JP,54.0,43.8,143.89,Toyoko INN Kitami Ekimae
475,Westport,US,79.0,41.14,-73.36,The Westport Inn
476,Pathein,MM,78.44,16.78,94.73,Pathein Hotel
477,Steinkjer,NO,60.8,64.19,11.39,Deråsbrenna
478,Jalu,LY,86.04,29.03,21.55,Jalu Hotel
479,Jaciara,BR,86.25,-15.97,-54.97,Taba Hotel
480,Antigonish,CA,90.0,45.62,-62.0,Claymore Inn and Suites
481,San Isidro,PE,66.2,-12.12,-77.05,Radisson Hotel Decapolis Miraflores
482,Torrijos,ES,82.99,39.98,-4.28,Hotel La Salve
484,Zhanakorgan,KZ,70.0,43.91,67.25,"""Ақпалас"" қонақ үйі"
485,Alquizar,CU,87.8,22.81,-82.58,
486,Fort Nelson,CA,69.8,58.81,-122.7,The Fort Nelson Hotel
487,Alvand,IR,60.39,36.32,49.17,
488,Santiago De Cuba,CU,87.8,20.02,-75.82,Cubanacan San Felix
489,Bambous Virieux,MU,71.6,-20.34,57.76,Casa Tia Villa
490,Mirabad,AF,89.19,30.44,61.84,
492,Nokaneng,BW,56.07,-19.67,22.27,
493,Tabanan,ID,80.6,-8.54,115.13,Puri Taman Sari Resort
494,Cabedelo,BR,71.6,-6.98,-34.83,Lua Mansa Pousada
495,Palmer,US,84.99,42.16,-72.33,Wedgewood Motel
496,Big Rapids,US,82.4,43.7,-85.48,Holiday Inn Big Rapids
498,Ossora,RU,54.54,59.24,163.07,
499,Benguela,AO,71.49,-12.58,13.41,Hotel Praia Morena
500,Jaora,IN,83.17,23.63,75.13,BLM PALACE
503,Svetlyy,RU,73.4,54.67,20.13,"Hostel ""Baltiysky Les"""
504,Hay River,CA,69.8,60.82,-115.8,Ptarmigan Inn Hotels
506,San Jose,US,88.0,37.34,-121.89,The Westin San Jose
507,Mecca,SA,89.71,21.43,39.83,Hotel Fairmont Makkah Clock Royal Tower
511,Vermillion,US,80.01,42.78,-96.93,Holiday Inn Express & Suites Vermillion
512,Nouadhibou,MR,73.4,20.93,-17.03,El Medina
513,Hovd,MN,62.94,48.01,91.64,Hotel Khovd
515,Hoquiam,US,69.01,46.98,-123.89,Econo Lodge Inn & Suites
516,Raudeberg,NO,63.0,61.99,5.14,Nordre Silda.
517,Virginia Beach,US,79.0,36.85,-75.98,Hilton Virginia Beach Oceanfront
518,Kutum,SD,80.58,14.2,24.67,Dibbo areaمنطقة دبو
519,Dandong,CN,63.84,40.13,124.39,Yiranju Farmstay
520,La Ronge,CA,57.2,55.1,-105.28,Northland Motor Hotel
521,Ponta Delgada,PT,64.4,37.73,-25.67,Vila Nova Hotel
522,Egvekinot,RU,56.44,66.32,-179.17,
524,Lata,PT,66.0,40.16,-8.33,Casa Maquia
525,Lannion,FR,59.0,48.75,-3.42,Hotel Arcadia
527,Huilong,CN,75.0,31.81,121.66,Hilton Garden Inn Qidong
528,Adre,TD,80.42,13.47,22.2,
530,Kabinda,CD,69.26,-6.13,24.48,Village Mianda Mutole
531,Conyers,US,82.0,33.67,-84.02,Hampton Inn Conyers
532,Port Augusta,AU,55.4,-32.5,137.77,Majestic Oasis Apartments
533,Price,US,66.2,39.6,-110.81,National 9 - Price River Inn
534,Jiangyou,CN,73.51,31.77,104.72,Shangping Shuyuan Inn
535,Sao Joao Da Barra,BR,78.8,-21.64,-41.05,Pousada Porto De Canoas
536,Namibe,AO,71.49,-15.2,12.15,Hotel Chik Chik Namibe
537,Sistranda,NO,60.8,63.73,8.83,Hotell Frøya
538,Beloha,MG,63.77,-25.17,45.05,
540,Moultrie,US,86.0,31.18,-83.79,Moultrie Inn
541,Jalostotitlan,MX,82.4,21.2,-102.47,Hacienda Las Fuentes
544,Xuanzhou,CN,66.15,30.95,118.76,Nanfang Hotel
546,Nueve De Julio,AR,66.0,-35.44,-60.88,Grand Hotel Libertad - GHL
547,Bereda,ES,63.0,43.27,-7.54,Pazo de Verdes
548,Baripada,IN,83.59,21.93,86.72,Aparna Hotel
549,Tongren,CN,71.46,27.72,109.19,Fanjing Mountain International Conference Center
551,Pringsewu,ID,74.3,-5.36,104.97,Urban Style by Front One
552,Baturaja,ID,73.72,-4.13,104.17,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
554,Staritsa,RU,68.65,56.51,34.94,"Otel' ""Tiamo"""
555,Sampit,ID,73.89,-2.53,112.95,Aquarius Boutique Hotel Sampit
556,Piracuruca,BR,86.95,-3.93,-41.71,Pousada Piracuruca
561,Besancon,FR,57.99,47.25,6.02,Logis Hôtel Victor Hugo
562,Port Keats,AU,69.62,-14.25,129.55,TDC Village (Hundred Man Camp)
563,Mangrol,IN,85.03,21.12,70.12,Hotel The Royal Honours
